@relation 'FeatureSet data'

@attribute class {+,-}
@attribute net.imagej.ops.features.firstorder.FirstOrderFeatures$SumFeature numeric
@attribute net.imagej.ops.features.firstorder.FirstOrderFeatures$MeanFeature numeric
@attribute net.imagej.ops.features.firstorder.FirstOrderFeatures$VarianceFeature numeric

@data
?,783932,138.064812,339.975365
?,1557985,160.982124,465.668896
?,1401063,146.969789,297.37907
?,619619,147.003321,214.590402
?,772368,158.988884,345.275973
?,551227,150.732021,258.065476
?,681159,147.055052,311.35715
?,874198,177.718642,439.219317
?,1428433,146.176115,317.217675
?,635911,149.309932,272.018997
?,762303,151.160619,267.260987
?,655669,150.141745,192.744219
?,654158,153.198595,239.238133
?,763116,151.112079,268.620036
?,619754,151.603229,166.706738
?,664485,147.959252,293.241769
?,1435317,145.954545,323.246891
?,668550,147.745856,297.26873
?,718007,147.555898,320.788756
?,562534,150.369955,259.89037
?,825091,146.761117,412.617716
?,752722,151.727877,251.574321
?,666445,162.626891,285.973765
?,681822,143.753321,199.821465
?,804704,148.250553,362.01018
?,842908,165.340918,347.96066
?,869548,178.076592,423.727848
?,650951,146.05138,177.23367
?,681517,151.819336,266.849483
?,550988,150.749111,257.665828
?,717865,158.925172,243.186605
?,593560,146.161044,160.034157
?,796789,157.717538,374.7044
?,847729,165.120569,353.610046
?,833373,166.641272,502.322088
?,931314,173.299963,481.554897
?,693501,144.329032,204.92398
?,646703,154.013575,310.073422
?,774725,170.456546,382.669381
?,721961,141.866968,236.436112
?,679237,149.512877,282.338837
?,702936,143.896827,213.142916
?,688554,143.44875,205.339736
?,790521,169.457878,413.162516
?,757250,168.240391,415.711533
?,656053,153.104551,241.04649
?,674897,144.054856,194.534778
?,646893,150.545264,184.815048
?,661768,150.026751,278.035112
?,576837,153.495742,203.657022
?,1551464,161.224566,457.51109
?,672060,144.157014,193.282786
?,818212,166.675901,307.969307
?,656734,148.347414,286.524103
?,1395130,147.15009,292.896564
?,679687,143.849101,198.075235
?,698138,143.031756,212.509032
?,1359685,148.097702,272.227164
?,746993,152.044169,243.514946
?,621345,155.375094,282.630655
?,641465,145.259284,179.315995
?,643243,150.71298,181.421467
?,765450,139.248681,306.544588
?,775281,170.428885,383.354495
?,767039,150.873131,275.479278
?,693792,143.227085,208.977949
?,697708,148.669934,296.503778
?,779647,150.047537,301.012754
?,736973,158.284579,328.510404
?,758016,151.421494,259.821908
?,706063,142.667812,219.268368
?,832510,155.580265,434.648463
?,1412262,146.6828,303.845151
?,1553194,161.153144,460.092971
?,712579,147.868645,313.584444
?,655308,153.503865,321.90234
?,838016,179.947606,355.542787
?,812405,168.130174,451.060468
?,729965,146.815165,339.846135
?,780450,170.1068,392.786934
?,804530,168.629218,436.344463
?,1369196,151.778738,262.576093
?,829557,134.755848,445.84501
?,617615,155.609725,277.26423
?,814770,166.824324,303.924897
?,827771,155.91844,423.210943
?,754140,151.646893,253.732893
?,850987,179.192883,381.639284
?,688721,149.138372,287.08308
?,708443,143.642133,218.046515
?,657583,144.682728,186.609704
?,1357453,148.161209,270.793024
?,666145,152.540646,253.670759
?,558571,154.386678,186.247177
?,728761,141.479519,246.2306
?,665331,162.672616,285.023388
?,737618,158.253165,329.162074
?,675396,147.369845,304.901814
?,694879,146.290316,327.43623
?,1429303,146.145501,318.112481
?,832641,155.575673,434.680126
?,713405,147.825321,314.480362
?,793878,158.33227,367.341799
?,647005,146.182784,175.602515
?,915575,174.295641,443.689998
?,633683,149.418298,270.199986
?,730649,170.076583,356.379465
?,623911,155.240358,285.200053
?,1376444,147.655439,281.421657
?,645247,146.248187,174.680851
?,1451758,145.408454,338.517112
?,752064,160.525934,310.9364
?,694192,146.330523,326.541375
?,825978,146.710124,413.887888
?,1541286,161.611198,444.110143
?,659436,163.065282,273.8597
?,746429,169.028306,389.164544
?,629731,151.232229,172.918673
?,1364491,147.976467,274.563112
?,731334,146.736356,341.843382
?,680881,151.846789,266.453657
?,1537873,161.728152,440.518119
?,861619,178.573886,404.989616
?,686263,144.628662,200.030291
?,697771,143.044485,212.367715
?,710625,159.297243,234.020147
?,669135,147.711921,297.989193
?,761222,167.966019,424.51926
?,769346,167.358277,445.298285
?,788124,158.703987,355.898663
?,744277,140.562229,270.256752
?,917634,174.124099,451.464953
?,653666,153.22691,238.595627
?,681262,151.830176,266.691171
?,829472,155.798648,427.176433
?,1526641,162.132647,427.333545
?,684699,151.649834,270.548823
?,705517,143.777665,215.401637
?,701879,142.861592,215.632305
?,650118,153.801278,315.1782
?,829760,134.745047,446.0594
?,815998,166.802535,304.03992
?,1448716,145.511852,335.579669
?,795065,158.253384,369.878647
?,798582,168.976301,426.478592
?,898378,175.259071,406.890527
?,785349,158.304576,361.24532
?,930941,173.327313,480.434373
?,598321,152.399643,225.753365
?,734331,158.465904,322.772958
?,623789,155.248631,284.995922
?,643517,153.620673,232.448006
?,786506,158.793862,353.442353
?,830765,146.364517,425.302698
?,779289,138.368075,331.25377
?,757670,139.739948,292.690154
?,837220,166.346116,513.130975
?,716889,159.4504,296.234247
?,816853,147.366588,392.085004
?,626298,155.10104,288.321223
?,920319,173.940465,458.437854
?,624526,146.809121,217.100636
?,766921,150.879599,275.320802
?,736817,152.581694,230.441802
?,694386,143.201897,209.379402
?,1569673,160.481853,484.770555
?,784091,169.900542,398.568996
?,652331,145.642108,234.176708
?,918930,174.039773,454.464794
?,732809,146.64979,343.86692
?,708622,159.959819,282.127082
?,641433,146.112301,227.077156
?,769242,150.743092,279.035318
?,778675,150.120494,298.40372
?,776798,158.757,350.51228
?,693561,143.238538,208.738172
?,693871,144.315932,205.081152
?,568357,153.901164,195.909785
?,590221,152.788247,218.750592
?,641314,146.118478,226.961347
?,751159,168.648181,402.975455
?,1563461,160.750668,474.398187
?,655054,150.172856,192.069632
?,779193,138.375599,330.993714
?,775645,158.813473,349.354715
?,1540357,161.649386,442.712175
?,602548,150.223884,268.751858
?,645477,154.088565,308.241677
?,673939,149.730949,279.056262
?,681086,161.394787,245.23875
?,727455,158.867657,311.636479
?,651128,150.341261,189.077048
?,622246,155.328507,283.519022
?,869847,176.296514,374.383783
?,726664,147.038446,333.552458
?,705329,148.27181,304.555414
?,712625,159.709771,289.219716
?,578330,153.403183,205.77956
?,823888,156.157695,416.122995
?,722606,142.920491,233.923252
?,842153,165.387471,346.459344
?,786787,158.786478,353.439664
?,829255,134.772469,445.485607
?,795548,157.784213,373.056779
?,620917,151.554064,167.615301
?,906309,174.861856,421.061962
?,742580,160.975504,300.141421
?,643876,145.180609,180.130882
?,918696,174.061387,453.400059
?,724439,153.190738,216.884931
?,1430714,146.110498,318.821207
?,849246,165.030315,356.68635
?,632536,154.729941,296.462406
?,778046,166.640822,472.404597
?,751558,151.799232,249.544735
?,735465,146.477793,348.585812
?,645508,150.608493,183.545636
?,781706,158.496756,356.622784
?,1451541,145.415849,338.29384
?,659995,150.101205,277.041393
?,731485,158.639124,317.576465
?,719252,153.424061,212.309146
?,858286,164.485627,374.990497
?,744094,152.197586,239.807924
?,779459,158.620065,353.596919
?,877810,177.514661,446.722327
?,684312,146.879588,314.925601
?,797570,158.091179,374.778362
?,702026,160.316511,273.251557
?,778218,150.148177,297.630683
?,1529357,162.02532,431.185945
?,1526871,162.122638,427.71534
?,849372,165.408374,547.818979
?,726448,153.097576,218.768091
?,851777,164.88134,361.836256
?,739837,158.118615,333.032315
?,765274,160.032204,319.430881
?,679359,149.506822,282.443273
?,627666,155.017535,290.173853
?,1418886,146.488334,308.664965
?,648442,145.815606,231.396491
?,818302,156.49302,406.65589
?,689490,146.575255,321.687297
?,682854,151.745333,268.537487
?,928768,173.439402,476.903079
?,693386,144.335137,204.787514
?,1420338,146.441695,309.911299
?,673015,149.758567,278.955942
?,726820,153.079191,219.191115
?,1533074,161.887434,435.773366
?,688453,161.041637,254.548102
?,604599,146.71172,157.048914
?,1561162,160.845044,470.878614
?,644836,150.627423,183.37307
?,816444,147.39917,390.887042
?,835656,180.05947,352.284394
?,778367,170.2465,388.341106
?,773269,159.56851,332.119867
?,847735,179.376851,375.307053
?,1556092,161.036117,464.323783
?,792400,149.171687,329.581514
?,811553,166.986214,299.599933
?,569383,153.845717,196.959704
?,837988,165.610277,340.097542
?,800364,168.853165,430.471788
?,678977,143.881543,197.447813
?,699531,148.583475,298.106266
?,837492,165.643196,338.973754
?,595758,152.52381,223.482275
?,619757,149.808315,269.360008
?,657154,145.420226,238.032092
?,707270,148.150398,307.640062
?,614518,155.73188,275.879931
?,557524,154.438781,185.350227
?,831531,166.739723,499.819126
?,814640,166.831866,303.709333
?,765099,150.996448,271.750481
?,694266,143.206683,209.311513
?,1529824,162.006142,431.884097
?,919052,174.029919,454.891529
?,697556,144.152924,208.077477
?,820934,147.068076,402.178486
?,710381,159.85171,285.097744
?,767151,150.865487,275.722265
?,736362,158.187325,259.315568
?,807702,157.109901,390.171772
?,670472,144.218542,192.4234
?,776280,159.400411,336.505073
?,637028,149.256795,272.856
?,788813,169.564273,410.048115
?,708350,142.553834,221.650533
?,753817,168.450726,409.567699
?,683488,146.923474,314.100786
?,682915,144.777401,197.353323
?,1549641,161.30332,454.456394
?,904899,174.961137,417.204252
?,557656,154.432567,185.438319
?,1570801,160.433153,486.622676
?,796762,158.150457,372.755996
?,692660,148.927112,291.517482
?,1377292,147.651372,281.282541
?,750547,168.700157,401.016189
?,1532469,161.909033,435.10806
?,649475,153.358914,237.293446
?,778271,138.43312,329.437174
?,804530,157.288368,385.656171
?,792932,149.131465,330.995693
?,628575,146.623513,220.134006
?,781094,138.246726,334.890434
?,761609,151.202899,266.036266
?,766825,167.538781,439.338585
?,1373672,147.738438,279.442603
?,583618,153.180577,209.860269
?,840552,165.462992,344.498335
?,747021,140.391092,274.97465
?,621703,151.524007,168.051045
?,1563124,160.765607,473.795805
?,1444976,145.633542,332.198524
?,656104,144.739466,185.801701
?,663622,144.454071,189.745005
?,744826,152.160572,240.641559
?,703775,160.203733,276.450059
?,825932,167.158875,484.568074
?,866149,178.293331,415.581841
?,580520,153.292844,207.87011
?,662611,149.979855,279.007744
?,902729,175.117168,410.919913
?,803327,157.700628,387.338397
?,621319,151.54122,167.724331
?,784221,158.364499,359.760266
?,712115,143.455882,222.08409
?,854571,164.720702,366.844862
?,799677,157.945289,379.541653
?,592979,152.672245,220.571148
?,785432,137.964518,342.966063
?,598064,152.411825,225.540273
?,931898,173.247444,484.099601
?,822425,156.235752,414.176787
?,726363,158.941575,309.373911
?,784352,169.883474,399.069608
?,849386,179.308845,376.928032
?,819498,156.4226,408.575862
?,783216,158.996346,347.608921
?,778641,170.231963,388.661467
?,820218,156.380934,409.709553
?,1448225,145.521001,335.45891
?,684674,146.86272,315.183038
?,843399,165.860177,531.55224
?,558712,154.382979,186.245216
?,721690,153.322711,214.070294
?,745673,152.116075,241.721476
?,575792,153.544533,202.860513
?,1388824,147.324069,288.979734
?,823266,156.18782,415.441757
?,796997,148.832306,341.308444
?,849263,179.320735,376.337868
?,737722,169.63026,369.574852
?,677911,147.243918,307.209011
?,738374,158.076215,262.377916
?,595398,152.548809,222.835585
?,1392559,147.220531,291.328185
?,812539,156.830535,397.637299
?,762889,151.126981,268.163187
?,703669,148.359477,302.808961
?,713252,159.172506,237.048137
?,780574,158.556571,355.231409
?,631903,154.764389,295.779359
?,727144,141.577882,243.579522
?,740897,158.041169,335.596129
?,1428324,146.17992,317.108669
?,894334,175.497253,398.454948
?,830922,166.784825,498.221508
?,687932,161.070475,253.697374
?,761142,160.240421,314.505673
?,1443768,145.673292,331.124936
?,676227,152.097841,260.989075
?,653542,148.498523,284.185055
?,660867,153.155736,330.144494
?,850242,165.320241,551.999137
?,654280,145.557286,235.510681
?,800917,148.538019,351.781526
?,877298,131.706651,527.437357
?,737348,158.263147,329.067278
?,1367265,151.817122,261.918912
?,691718,151.294401,278.078262
?,566729,154.002446,193.583848
?,817938,156.513203,406.157242
?,873118,177.788231,436.459422
?,1553082,161.158244,459.889962
?,695452,160.612471,266.227241
?,625003,155.164598,287.198379
?,599049,152.390995,225.539451
?,649166,148.720733,280.148161
?,594054,146.138745,160.406434
?,1418343,146.507902,308.078476
?,707324,142.605645,220.547417
?,749614,140.219603,280.03895
?,1576540,160.184922,496.23244
?,612103,155.870385,272.658438
?,704112,143.843105,214.137618
?,1368207,151.803728,262.08675
?,690527,151.364972,276.290577
?,870576,176.22996,377.587116
?,844214,165.792223,534.210601
?,695107,146.276726,327.73713
?,1420226,146.445246,309.820916
?,674798,147.400175,304.305196
?,599657,152.35188,226.601689
?,720129,158.793605,246.684344
?,660673,145.715262,181.627047
?,774987,170.439191,383.207201
?,707958,159.990508,281.500814
?,579981,153.31245,207.582412
?,643127,154.227098,305.088016
?,773190,167.031756,457.867401
?,745282,169.113229,386.310599
?,832034,155.60763,433.944409
?,765850,139.220142,307.450983
?,927020,173.566748,471.778175
?,644505,146.278938,174.208442
?,647238,153.483045,234.465616
?,735124,146.497409,348.137227
?,829841,146.433916,422.90646
?,753541,151.678945,252.931532
?,710407,143.545565,220.056381
?,632058,149.493377,269.114931
?,647128,150.599953,271.05338
?,672881,149.762074,278.962747
?,667113,147.820297,295.843808
?,670936,145.287137,188.5868
?,684506,149.325044,284.116449
?,1531285,161.95505,433.489517
?,635536,149.327068,271.775493
?,624407,146.81566,216.969774
?,712001,143.461817,221.953953
?,733904,146.575594,346.00622
?,732974,152.766569,226.419545
?,1542681,161.554194,446.222581
?,884452,175.870352,387.778733
?,794766,157.816918,372.511062
?,601602,145.878274,164.149137
?,857558,178.881519,391.838244
?,654301,153.555738,320.840378
?,609778,145.601242,167.831878
?,847369,165.566432,541.841883
?,605116,145.740848,166.199748
?,649392,150.426685,187.252096
?,790872,149.277463,326.157472
?,1361966,148.039783,273.343346
?,805243,148.213326,363.214977
?,782113,169.987611,396.828325
?,1369323,151.775992,262.61504
?,916416,174.223574,447.031199
?,1381060,147.533383,284.306604
?,781338,158.518564,356.011476
?,701762,148.458219,300.84416
?,829846,166.8703,494.970906
?,784990,149.692982,312.233397
?,651243,145.691946,233.35977
?,616849,147.114,213.071925
?,634544,149.374765,270.962415
?,1563794,160.735327,475.022355
?,698031,144.131943,208.447065
?,1554564,161.094715,462.319974
?,631916,146.480297,222.328037
?,709150,142.514068,222.481008
?,724608,141.718756,240.139587
?,659564,144.609515,187.633234
?,824053,146.837669,410.032992
?,723492,142.869668,235.20363
?,728476,158.813168,312.946987
?,670841,144.204858,192.606272
?,696608,144.195405,207.324956
?,804602,148.259075,361.682591
?,739950,158.108974,333.396115
?,644855,145.139545,180.804026
?,653906,153.21134,239.002899
?,659276,163.06604,273.925128
?,1369446,151.772803,262.677704
?,789956,158.593857,359.080597
?,565684,154.053377,192.675984
?,581297,153.255207,208.626308
?,608751,145.634211,167.49311
?,783840,158.961671,348.523683
?,627038,155.053907,289.452943
?,1528381,162.059273,430.057038
?,682075,146.998922,312.68312
?,693324,143.24876,208.571294
?,784132,138.051408,340.366084
?,764420,167.709522,433.899365
?,737762,158.114445,261.279504
?,1442133,145.72888,329.522343
?,832223,146.260633,428.709172
?,876075,177.630779,441.853305
?,631248,151.16092,174.282602
?,729428,141.444251,247.019632
?,756141,168.330588,412.399928
?,791393,158.500501,361.923928
?,624282,146.82079,216.908831
?,855074,178.923206,391.735625
?,1381176,147.530015,284.382445
?,720795,153.360638,213.37087
?,1441799,145.739311,329.260886
?,1452082,145.397216,338.841102
?,1531978,161.925589,434.605668
?,781912,138.195829,336.254025
?,650518,145.725358,232.760764
?,580378,153.295827,207.891327
?,687874,146.66823,319.692422
?,928374,173.463004,476.1515
?,814415,167.989893,455.670828
?,704433,142.742249,217.901934
?,775043,159.473868,334.437061
?,769984,138.961198,314.60409
?,659682,144.603683,187.747305
?,693621,148.877656,292.51487
?,695907,148.76165,294.747753
?,798593,157.606671,377.932707
?,1574507,160.271478,492.90186
?,738385,152.495869,232.641689
?,1537512,161.741216,440.109773
?,776640,170.353148,385.239454
?,710148,159.871229,284.376569
?,800223,168.859042,430.398869
?,738495,158.203728,330.498662
?,929637,173.375047,479.499493
?,793763,157.868536,371.353512
?,1564952,160.689188,476.672435
?,641675,146.100865,227.260833
?,774283,159.514421,333.451162
?,763229,151.104534,268.854417
?,828590,146.523431,419.980659
?,734558,146.53062,347.29181
?,696046,146.228151,328.638417
?,821048,156.330541,411.096207
?,821483,166.460588,315.351051
?,897855,175.293831,405.543211
?,643858,148.972235,276.164006
?,903615,175.051337,413.716217
?,790307,158.0614,366.405711
?,699205,144.07686,209.502541
?,612956,155.849479,272.550583
?,682482,151.763843,268.181317
?,1557292,161.010339,464.630024
?,602381,146.81477,155.17436
?,646242,150.568966,184.474152
?,639676,149.14339,274.308492
?,1375289,147.68997,280.608951
?,705102,148.286435,304.16615
?,893051,175.590051,394.698576
?,666321,162.636319,285.679227
?,695322,143.15874,210.175991
?,701311,143.976801,211.500694
?,629161,154.927604,292.197713
?,627910,155.001234,290.569134
?,644862,148.928868,276.798358
?,786021,158.824207,352.587522
?,684088,151.682483,269.83174
?,1431587,146.080306,319.687295
?,818853,166.636752,309.170487
?,688298,161.043051,254.599129
?,1392446,147.224149,291.235149
?,1443313,145.686181,330.841443
?,712602,159.205094,236.326642
?,734171,169.868348,362.232374
?,649715,146.101866,176.422594
?,680574,147.08753,310.673055
?,1416399,146.564466,306.660441
?,752306,168.565091,405.649673
?,649368,153.842217,314.358985
?,847963,165.520789,543.5249
?,892528,175.625344,393.415992
?,739794,146.175459,357.687785
?,622299,146.907224,215.586432
?,1419107,146.480904,308.869048
?,796454,148.869907,340.088513
?,1567404,160.578219,481.124644
?,739731,152.427571,234.243156
?,730922,170.060959,356.752159
?,694704,148.822622,293.5987
?,632321,149.48487,269.140821
?,691979,146.450582,324.062598
?,596352,152.480695,224.658898
?,650640,153.3082,238.039801
?,721288,141.902026,235.655492
?,813990,135.846128,412.637645
?,684076,146.891991,314.700746
?,652300,145.993733,178.20099
?,787200,149.544073,316.953026
?,685065,144.681098,199.097266
?,778441,158.671219,352.474348
?,791576,157.999202,367.787182
?,713641,142.301296,226.680842
?,720371,143.044281,230.936073
?,620786,151.559082,167.553041
?,677198,161.58387,241.004838
?,725442,147.118637,331.357322
?,702472,143.919689,212.677565
?,1525373,162.170211,426.357522
?,1568330,160.541509,482.432987
?,594908,152.579636,222.125198
?,660369,148.16446,289.650909
?,1552845,161.167099,459.605042
?,769010,150.756714,278.669624
?,761708,167.925044,426.061856
?,689400,143.415852,205.826823
?,878006,131.674565,527.876077
?,615185,145.433806,169.278545
?,649866,144.962302,183.093849
?,1450143,145.465242,336.828271
?,852437,164.849546,362.72204
?,575010,151.59768,246.017421
?,1417236,146.544928,307.046353
?,1534022,161.850812,437.025963
?,700343,148.535101,299.241184
?,636627,154.558631,299.022727
?,851517,165.214785,556.15937
?,775165,159.466159,334.657136
?,871578,177.909369,431.314773
?,695787,148.7678,294.633839
?,687294,146.700961,319.017089
?,923380,173.796349,462.548503
?,886899,175.762782,390.881873
?,630932,149.54539,268.34283
?,1378101,147.627317,281.864628
?,635299,151.009983,176.540557
?,768325,139.063348,311.818217
?,789807,158.08787,365.817903
?,667239,147.815463,295.883732
?,636617,146.28148,225.22275
?,667144,145.442337,186.176951
?,675512,147.363002,305.04996
?,814436,147.542754,386.138415
?,677069,161.591647,240.808858
?,713504,159.656299,290.647734
?,717533,143.191579,227.67347
?,1540462,161.643442,443.002457
?,686908,143.524446,203.95144
?,1578204,160.109973,499.19935
?,910658,174.522422,435.721272
?,632798,154.718337,296.632312
?,908803,174.669037,429.310665
?,619400,145.262664,171.924892
?,650477,146.076128,176.702873
?,624997,146.781822,217.694224
?,688344,146.643375,320.147242
?,1366594,147.915792,275.945279
?,683152,144.766264,197.562355
?,849913,165.352724,550.503894
?,641918,146.089668,227.452008
?,731442,158.389346,254.957322
?,738259,152.501343,232.544678
?,731699,141.309193,250.580642
?,782314,158.459388,357.671821
?,709118,159.927379,283.052248
?,820099,156.388063,409.521132
?,650771,148.645729,281.301239
?,746704,140.410681,274.439924
?,760770,139.539618,298.461281
?,775528,158.822036,349.068076
?,741918,169.349007,378.347801
?,1435978,145.932724,323.844442
?,832382,155.585421,434.587486
?,833359,146.177688,431.461579
?,1362203,148.033362,273.477965
?,764047,167.73809,432.929851
?,737107,158.143531,260.67918
?,715247,143.307353,225.168842
?,620748,145.204211,172.8406
?,775801,150.319899,291.828459
?,649841,146.097347,176.473769
?,762407,160.169538,316.358937
?,675377,144.034336,194.869768
?,717617,142.102376,230.903956
?,784716,169.851948,400.354781
?,619856,146.989803,214.874896
?,685803,146.790026,317.007282
?,1538237,161.715412,440.916478
?,716628,147.636588,318.897371
?,818456,167.716393,464.759477
?,750001,160.634183,308.026818
?,599396,152.362989,226.406725
?,737409,161.217534,294.698131
?,684460,151.664082,270.209386
?,1562316,160.798271,472.637634
?,595875,152.514717,223.748055
?,761008,160.245947,314.426861
?,691410,160.867846,259.063285
?,830903,166.014585,327.376486
?,813814,147.590497,384.434853
?,827547,155.934992,422.629584
?,787676,158.199638,363.195572
?,726969,158.900328,310.674366
?,765053,167.664475,435.37863
?,825280,156.066566,419.103947
?,879218,176.01962,382.67082
?,687065,146.714713,318.709282
?,1428115,146.188453,316.81655
?,1451202,145.425594,338.079325
?,849635,179.285714,378.041609
?,649155,150.441483,186.832632
?,665804,162.668947,284.854453
?,1524523,162.200553,425.381885
?,737210,158.267497,329.049753
?,731068,158.411268,254.372652
?,1383006,147.473448,285.795232
?,718978,153.431071,212.280733
?,685116,149.295271,284.636641
?,740725,152.381197,235.212889
?,745430,140.488127,272.372432
?,843142,179.697783,362.922502
?,861071,178.60838,403.696394
?,794414,149.01782,335.082422
?,879586,175.987595,384.179554
?,749407,151.917089,246.569158
?,923130,129.018868,590.118878
?,863938,178.425857,410.255708
?,824593,167.260243,480.918058
?,1437868,145.872781,325.422937
?,1548616,161.330972,453.855126
?,823034,166.370325,318.038731
?,682547,144.791472,197.129221
?,1370668,151.740064,263.397882
?,676456,152.080935,261.509976
?,716282,142.175863,229.140398
?,821743,147.002326,404.655747
?,797036,157.703997,375.027346
?,783977,158.379192,359.369419
?,785424,158.864078,351.348303
?,1421348,146.409971,310.720131
?,830669,166.801004,497.746896
?,807490,168.43763,442.089266
?,623288,155.278525,284.350513
?,817967,167.753692,463.35655
?,832838,146.214537,430.285836
?,737874,140.950143,259.811996
?,823536,156.179784,415.460464
?,657679,150.189313,275.797638
?,877300,177.555151,444.978182
?,683723,146.910829,314.343003
?,554252,150.611957,259.422091
?,909775,174.587411,433.049699
?,586555,151.135017,250.685889
?,906577,174.846095,421.59012
?,790842,158.041966,366.591083
?,763812,167.760158,432.009686
?,678974,144.95602,193.977993
?,813581,135.86857,412.150253
?,726246,158.950755,309.056462
?,728845,158.78976,313.606912
?,826805,146.648634,416.000168
?,816700,167.83806,460.625774
?,694212,148.844768,293.26391
?,1392794,147.214248,291.491831
?,735976,152.628785,229.202556
?,811976,166.970183,299.982451
?,776369,170.368444,384.850391
?,652745,144.861296,184.3024
?,701169,148.489835,300.198266
?,611475,155.908975,271.808341
?,779717,159.190894,342.468147
?,741632,140.727135,265.64692
?,728974,146.881725,337.993062
?,841893,179.776425,360.020273
?,883674,175.925543,385.627271
?,867421,176.484435,366.529011
?,666059,162.65177,285.329122
?,818659,147.240827,396.080686
?,752606,151.735081,251.367593
?,1530051,161.995871,432.295091
?,755359,139.881296,288.885888
?,617688,145.338353,170.598599
?,684082,143.654347,201.526792
?,1439739,145.81112,327.165881
?,763207,167.811566,430.058393
?,738940,169.559431,371.653915
?,1577641,160.134084,498.300261
?,835964,165.701487,337.862894
?,627343,146.678279,219.344086
?,730298,141.393611,248.323546
?,682171,143.735988,200.170325
?,805074,168.601885,436.941387
?,873662,177.754222,437.70637
?,1558208,160.971901,466.087236
?,704271,148.330034,303.313216
?,640126,154.396044,301.485089
?,778500,170.238356,388.559535
?,920979,173.900869,459.69952
?,674882,149.707631,279.241326
?,771165,150.618164,282.823307
?,664775,152.611341,252.24225
?,675162,147.383104,304.62809
?,648322,145.821413,231.298583
?,1570685,160.437692,486.470681
?,1561055,160.850592,470.628335
?,656959,144.704626,186.364156
?,768017,139.083122,311.265504
?,1420681,146.431767,310.134659
?,741810,161.018016,298.966892
?,751207,151.820331,248.958414
?,721261,159.253919,300.460246
?,781150,159.126095,343.767512
?,648266,153.909307,312.816755
?,740864,161.057391,298.325473
?,769578,138.988261,313.796286
?,1374475,147.713595,280.070908
?,575912,153.535591,203.1064
?,773566,150.469947,287.126188
?,717007,159.441183,296.550421
?,876698,177.577071,444.316233
?,1548040,161.355014,452.980384
?,838148,179.937312,355.959995
?,741656,169.366522,377.841191
?,698190,148.645944,296.95788
?,763881,160.109201,317.422244
?,763687,167.769552,431.70276
?,688097,144.558193,201.052297
?,735860,158.351625,326.559932
?,1357920,148.147502,271.106228
?,797817,158.077472,375.126181
?,656241,148.370111,286.196999
?,710183,143.558318,219.742403
?,667261,145.436138,186.312685
?,815428,156.66244,402.149098
?,1529933,162.000529,432.135868
?,828307,166.997379,489.898965
?,877443,177.548159,445.129739
?,684342,151.671543,270.018006
?,833956,166.59129,504.342813
?,826729,134.932104,441.146548
?,700753,160.392081,271.032822
?,807532,167.156282,295.290478
?,740998,140.767097,264.507783
?,775880,166.820039,465.532123
?,813923,147.5835,384.635165
?,628550,154.967949,291.198972
?,556511,154.500555,183.856845
?,1435207,145.958202,323.148273
?,728769,152.974181,221.806808
?,649129,153.858497,313.938958
?,710105,148.000208,310.806129
?,588713,152.87276,217.022767
?,658080,150.178001,276.004373
?,655150,148.425464,285.192608
?,748920,151.94157,246.01079
?,1404697,146.858024,300.233919
?,655251,145.514324,236.287167
?,712697,147.862448,313.704462
?,737091,146.364376,351.955982
?,653063,148.524676,283.680749
?,800787,157.480236,381.263034
?,740108,161.103178,297.059676
?,690621,144.451161,202.852687
?,924368,173.720729,465.67876
?,765397,160.024462,319.650803
?,643980,148.965996,276.268395
?,720843,141.926167,235.098329
?,817917,147.292815,394.421809
?,692313,144.382273,203.967938
?,700629,160.400412,270.791546
?,790802,169.445468,413.345665
?,653349,153.620738,319.027105
?,712675,143.42423,222.864276
?,725768,147.095257,332.058631
?,616867,155.656573,276.218979
?,772581,167.080666,456.11138
?,903734,175.04048,414.244583
?,892280,175.645669,392.514709
?,779956,159.174694,342.994175
?,829157,134.778446,445.33816
?,897726,175.302871,405.203759
?,738589,146.255248,355.438698
?,750156,168.726046,400.270489
?,657461,148.310625,287.157777
?,662312,153.064941,332.446776
?,785097,169.82414,401.291654
?,724059,142.8406,235.849883
?,1444760,145.641129,331.979072
?,729992,152.909929,223.329409
?,1579393,160.051986,501.700044
?,748798,168.838331,396.103537
?,771122,159.685649,329.109117
?,679934,144.91347,194.776139
?,711017,142.43129,223.938776
?,1436550,145.916709,324.199482
?,794803,158.264237,369.690173
?,655167,153.147966,240.232719
?,686199,143.556276,203.377665
?,780377,138.291157,333.699154
?,1542123,161.580365,445.134482
?,706236,148.213221,306.109439
?,775914,150.31267,292.041727
?,736000,146.43852,349.836717
?,814498,166.836952,303.645198
?,809293,168.322171,445.536084
?,648579,148.756651,279.336271
?,650400,148.662857,281.051146
?,625530,155.141369,287.594498
?,766149,159.282536,339.569356
?,755190,160.405692,313.26134
?,768737,167.407883,443.475285
?,695331,146.262305,328.095078
?,706697,148.185573,306.769037
?,803454,157.694603,387.44735
?,764909,167.669662,435.351279
?,673537,144.10291,193.972502
?,707021,143.703455,216.926274
?,767494,159.894583,323.320412
?,867681,176.465528,367.273272
?,1379478,147.585108,282.910234
?,619520,145.256741,172.034209
?,844970,165.74539,535.475283
?,645345,148.902861,277.284584
?,849927,179.271673,378.40044
?,1368771,147.863347,276.951613
